Jurisdiction,State,Year,Election Date,Office,Winner,Special Election?,Incumbent Status of Winner,Number of candidates,Number of rounds,Total ballots cast,First round active votes,Final round active votes,First round vote for winner,First round percent for winner,First round place for winner,Final round votes for winner,Final round percent for winner,Winner's consensus value,Winner's Final Round Votes as Percent of First Round Valid Votes,Fully ranked ballots,Ballots with 2+ Rankings,Ballots Ranking the Winner,First Round Undervote,First Round Overvotes,Total Ballots with Overvotes,Inactive by Overvote,Inactive by Skipped Rankings,Inactive by Abstention,Inactive by ranking limit,Total Inactive,Includes duplicate rankings,Includes skipped rankings,Turnout Percent (percent of registered),Registered Voters in Jurisdiction,Condorcet winner?,Come FroMBehind Winner?,Number of Rankings Permitted,Ballot Style,Ballot Marking Style,Voting Equipment Used,Link to full results,CVR Available?,Notes,RaceID
Maine,ME,2020,7/14/2020,State Senate District 11 Democratic Primary,Glenn Chip Curry,N,OpenSeat,3,2,5723,5279,5019,2294,43%,1,2807,55.9%,89.4%,53.2%,3824,4342,4719,427,13,42,7,0,253,0,260,88,27,,"29,561",Y,N,12,Grid,Oval,DS200/DS450/ExpressVote,Link,Y,,Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11_tab1
Maine,ME,2020,7/14/2020,State Senate District 29 Democratic Primary,Anne Carney,N,OpenSeat,3,1,8952,8604,8604,4958,58%,1,4958,57.6%,Unknown,57.6%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,"29,314",Y,N,12,Grid,Oval,DS200/DS450/ExpressVote,Link,N,,Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict29
Maine,ME,2020,11/3/2020,US Senate,Susan Collins,N,Incumbent,4,1,828305,818955,818955,417645,51%,1,417645,51.0%,Unknown,51.0%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,"983,960",Y,N,12,Grid,Oval,DS200/DS450/ExpressVote,Link,N,,Maine_11032020_USSenate
Maine,ME,2020,7/14/2020,US Senate DeMPrimary,Sara Gideon,N,OpenSeat,3,1,173292,162681,162681,116264,71%,1,116264,71.5%,Unknown,71.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,"983,960",Y,N,12,Grid,Oval,DS200/DS450/ExpressVote,Link,N,,Maine_07142020_DemocraticCandidateforUSSenate
Minneapolis,MN,2020,8/11/2020,City Council Ward 6 Special,Jamal Osman,N,OpenSeat,12,12,8046,7746,5081,2131,28%,1,2795,55.0%,38.8%,36.1%,3065,3705,3005,288,25,65,0,0,1097,1568,2665,1122,83,,"15,482",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_08112020_Ward6CityCouncilSpecialElection_tab1
Oakland,CA,2020,11/3/2020,City Attorney,Barbara Parker,N,Incumbent,2,1,204976,175866,175866,141175,80%,1,141175,80.3%,92.5%,80.3%,111812,112571,163438,27822,798,983,0,0,0,0,0,6307,3362,,"254,365",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_CityAttorneyOaklandRCV_tab1
Oakland,CA,2020,11/3/2020,City Council AL,Rebecca Kaplan,N,Incumbent,3,2,204976,184875,182032,91111,49%,1,95334,52.4%,83.2%,51.6%,101934,134375,156615,17370,1357,2281,112,0,2731,0,2843,8433,4983,,"254,365",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1
Oakland,CA,2020,11/3/2020,City Council District 1,Dan Kalb,N,Incumbent,3,1,41006,36823,36823,19872,54%,1,19872,54.0%,87.6%,54.0%,19683,27180,32532,3875,110,185,0,0,0,0,0,1008,525,,"46,197",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,City Council District 3,Carroll Fife,N,Challenger,6,3,34417,30641,30194,15067,49%,1,15429,51.1%,70.6%,50.4%,12030,22270,24354,3427,294,1113,51,0,396,0,447,1097,399,,"42,605",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,City Council District 5,Noel Gallo,N,Incumbent,3,1,19777,17667,17667,8976,51%,1,8976,50.8%,81.9%,50.8%,10526,13201,14697,1901,160,252,0,0,0,0,0,758,523,,"26,226",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,City Council District 7,Treva Reid,N,OpenSeat,5,4,21404,19458,17603,6947,36%,1,10574,60.1%,61.2%,54.3%,9966,15224,15212,1573,275,642,116,0,1739,0,1855,1280,440,,"30,123",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,School Director District 1,SaMDavis,N,OpenSeat,3,2,41006,34439,33575,16400,48%,1,20994,62.5%,88.4%,61.0%,17876,26683,30527,6436,68,147,9,0,855,0,864,790,351,,"46,197",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_SchoolDirectorDist1OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,School Director District 3,Vancedric Williams,N,OpenSeat,5,4,34417,28483,26790,10948,38%,1,16374,61.1%,76.6%,57.5%,11928,23272,23657,5659,217,504,39,0,1654,0,1693,847,281,,"42,605",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,School Director District 5,Mike Hutchinson,N,OpenSeat,4,3,19777,17062,15979,6909,40%,1,9033,56.5%,72.6%,52.9%,9127,12484,14192,2526,157,331,30,0,1053,0,1083,700,352,,"26,226",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1
Oakland,CA,2020,11/3/2020,School Director District 7,Clifford Thompson,N,OpenSeat,5,4,20748,18247,16134,5443,30%,1,8603,53.3%,61.2%,47.1%,9658,14075,13952,2196,244,546,100,0,2013,0,2113,1030,297,,"30,123",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1
Portland,ME,2020,11/3/2020,City council At-Large,April Fournier,N,OpenSeat,4,2,42142,34049,31645,16095,47%,1,18683,59.0%,Unknown,54.9%,Unknown,Unknown,Unknown,7863,109,,24,,13,,137,,,,"52,801",Unknown,N,15,Grid,Oval,ES&S DS200/AutoMARK,Link,N,,Portland_11032020_CityCouncilAL
Portland,ME,2020,11/3/2020,City council district 5,Mark Dion,N,OpenSeat,4,3,8480,7068,6011,2784,39%,1,3443,57.3%,Unknown,48.7%,Unknown,Unknown,Unknown,1394,18,,25,,58,,83,,,,"9,946",Unknown,N,15,Grid,Oval,ES&S DS200/AutoMARK,Link,N,,Portland_11032020_CityCouncilDistrict5
Portland,ME,2020,11/3/2020,School board at large,Yusuf Yusuf,N,OpenSeat,3,2,42020,33405,31687,13020,39%,1,17667,55.8%,Unknown,52.9%,Unknown,Unknown,Unknown,8538,77,,19,,49,,68,,,,"52,801",Unknown,N,15,Grid,Oval,ES&S DS200/AutoMARK,Link,N,,Portland_11032020_SchoolBoardAL
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 1,Connie Chan,N,OpenSeat,7,6,39909,36076,34159,13508,37%,1,17142,50.2%,61.6%,47.5%,12138,27970,27262,3726,107,261,44,0,1873,0,1917,924,1736,,"43,833",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1_tab1
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 11,Ahsha Safai,N,Incumbent,4,3,34262,31350,30837,15135,48%,1,16367,53.1%,88.4%,52.2%,20905,25184,27709,2795,117,190,10,0,503,0,513,1201,581,,"41,122",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11_tab1
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 3,Aaron Peskin,N,Incumbent,4,1,32889,28893,28893,15412,53%,1,15412,53.3%,76.6%,53.3%,15531,22098,25708,3904,92,181,0,0,0,0,0,664,1201,,"37,649",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3_tab1
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 5,Dean Preston,N,Incumbent,4,1,46417,41764,41764,21484,51%,1,21484,51.4%,76.1%,51.4%,20766,33369,35609,4555,98,204,0,0,0,0,0,1001,1121,,"50,850",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5_tab1
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 7,Myrna Melgar,N,OpenSeat,7,6,43426,39332,34931,7881,20%,3,18561,53.1%,53.1%,47.2%,13443,35077,27981,3970,124,295,35,0,4366,0,4401,1106,1431,,"47,893",Y,Y,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7_tab1
San Francisco,CA,2020,11/3/2020,Board of Supervisors District 9,Hillary Ronen,N,Incumbent,2,1,36969,29275,29275,29212,100%,1,29212,99.8%,99.8%,99.8%,6,6,29216,7692,2,3,0,0,0,0,0,1597,1777,,"43,041",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9_tab1
San Leandro,CA,2020,11/3/2020,County Council District 2,Bryan Azevedo,N,Challenger,2,1,39821,34358,34358,18518,54%,1,18518,53.9%,82.8%,53.9%,22397,22608,28844,5046,225,286,0,0,0,0,0,1424,1512,,"7,671",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV_tab1
San Leandro,CA,2020,11/3/2020,County Council District 4,Fred Simon,N,OpenSeat,2,1,39821,32691,32691,22999,70%,1,22999,70.4%,87.7%,70.4%,20497,20692,29200,6748,172,204,0,0,0,0,0,1202,2139,,"8,877",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV_tab1
San Leandro,CA,2020,11/3/2020,County Council District 6,Pete Ballew,N,Incumbent,1,1,39821,29431,29431,29431,100%,1,29431,100.0%,97.0%,100.0%,29431,592,29433,9892,43,46,0,0,0,0,0,887,2196,,"8,273",Y,N,5,Grid,Oval,Dominion ImageCast,,Y,,SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV_tab1
Takoma Park,MD,2020,11/3/2020,City Council Ward 1,Peter Kovar,N,Incumbent,1,1,1474,1435,1435,1403,98%,1,1403,97.8%,Unknown,97.8%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"2,303",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard1
Takoma Park,MD,2020,11/3/2020,City Council Ward 2,Cindy Dyballa,N,Incumbent,1,1,1394,1310,1310,1241,95%,1,1241,94.7%,Unknown,94.7%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"2,217",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard2
Takoma Park,MD,2020,11/3/2020,City Council Ward 3,Kacy Kostiuk,N,Incumbent,2,1,1548,1538,1538,1030,67%,1,1030,67.0%,Unknown,67.0%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"2,326",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard3
Takoma Park,MD,2020,11/3/2020,City Council Ward 4,Terry Seamens,N,Incumbent,1,1,648,617,617,608,99%,1,608,98.5%,Unknown,98.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"1,560",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard4
Takoma Park,MD,2020,11/3/2020,City Council Ward 5,Jarrett Smith,N,Incumbent,2,1,591,590,590,376,64%,1,376,63.7%,Unknown,63.7%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"1,405",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard5
Takoma Park,MD,2020,11/3/2020,City Council Ward 6,Talisha Searcy,N,Incumbent,1,1,770,740,740,726,98%,1,726,98.1%,Unknown,98.1%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"1,754",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_CityCouncilWard6
Takoma Park,MD,2020,11/3/2020,Mayor,Kate Stewart,N,Incumbent,2,1,6549,6498,6498,4083,63%,1,4083,62.8%,Unknown,62.8%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,"11,567",Y,N,20,Grid,Oval,,Link,N,,TakomaPark_11032020_Mayor
Las Cruces,NM,2019,11/5/2019,City Council District 1,Kasandra A. Gandara,N,Incumbent,2,1,1791,1791,1791,1215,68%,1,1215,67.8%,Unknown,67.8%,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,0,Unknown,Unknown,,Unknown,Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,LasCruces_11052019_CityCouncilDistrict1
Las Cruces,NM,2019,11/5/2019,City Council District 2,Tessa Abeyta Stuve,N,OpenSeat,4,3,2394,2248,2088,970,43%,1,1151,55.1%,66.2%,51.2%,874,1460,1666,141,5,16,3,0,157,0,160,32,21,,Unknown,Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR_tab1
Las Cruces,NM,2019,11/5/2019,City Council District 4,Johana Bencomo,N,OpenSeat,3,2,1689,1557,1469,763,49%,1,922,62.8%,81.0%,59.2%,887,1101,1261,127,5,9,0,0,88,0,88,31,9,,Unknown,Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR_tab1
Las Cruces,NM,2019,11/5/2019,Mayor,Ken Miyagashima,N,Incumbent,10,9,14156,13985,12371,5172,37%,1,6814,55.1%,53.2%,48.7%,3947,11278,10335,49,122,370,70,0,1544,0,1614,462,503,,Unknown,Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,LasCruces_11052019_MAYORCITYOFLASCRUCES_tab1
Portland,ME,2019,11/5/2019,Mayor,Kate Snyder,N,Challenger,4,3,18275,18100,16902,7119,39%,1,10460,61.9%,Unknown,57.8%,Unknown,Unknown,Unknown,136,39,49,Unknown,0,1248,Unknown,1198,Unknown,Unknown,30.80%,"59,337",Unknown,N,15,Grid,Oval,ES&S DS200/AutoMARK,Link,N,,Portland_11052019_Mayor
San Francisco,CA,2019,11/5/2019,Board of Supervisors District 5,Dean Preston,N,Challenger,4,4,24765,23675,23261,11239,47%,1,11723,50.4%,68.2%,49.5%,5512,12335,16944,1050,40,127,8,0,406,0,414,609,437,47.65%,"51,976",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5_tab1
San Francisco,CA,2019,11/5/2019,City Attorney,Dennis Herrera,N,Incumbent,1,1,206117,163883,163883,163874,100%,1,163874,100.0%,100.0%,100.0%,163874,7,163876,42172,62,69,0,0,0,0,0,3728,2552,41.64%,"495,050",Y,N,10,Grid,Oval,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11052019_CityAttorney_tab1
San Francisco,CA,2019,11/5/2019,District Attorney,Chesa Boudin,N,OpenSeat,4,4,206117,193197,170584,68805,36%,1,86712,50.8%,55.0%,44.9%,59705,116300,124343,12395,525,1117,192,0,22421,0,22613,4965,2912,41.64%,"495,050",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_DistrictAttorney_tab1
San Francisco,CA,2019,11/5/2019,Mayor,London Breed,N,Incumbent,7,1,206117,179587,179587,126221,70%,1,126221,70.3%,78.8%,70.3%,39539,88212,153984,25927,603,1692,0,0,0,0,0,7340,6594,41.64%,"495,050",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_Mayor_tab1
San Francisco,CA,2019,11/5/2019,Public Defender,Manohar Raju,N,Incumbent*,1,1,206117,161323,161323,161318,100%,1,161318,100.0%,100.0%,100.0%,161318,7,161318,44747,47,51,0,0,0,0,0,3114,2799,41.64%,"495,050",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_PublicDefender_tab1
San Francisco,CA,2019,11/5/2019,Sheriff,Paul Miyamoto,N,OpenSeat,1,1,206117,149051,149051,149045,100%,1,149045,100.0%,100.0%,100.0%,149047,9,149049,57017,49,50,0,0,0,0,0,2959,2458,41.64%,"495,050",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_Sheriff_tab1
San Francisco,CA,2019,11/5/2019,Treasurer,Jose Cisneros,N,Incumbent,1,1,206117,154873,154873,154867,100%,1,154867,100.0%,100.0%,100.0%,154870,7,154870,51198,46,48,0,0,0,0,0,3052,2206,41.64%,"495,050",Y,N,10,Grid,Oval,Dominion ImageCast,Link,Y,,SanFrancisco_11052019_Treasurer_tab1
Santa Fe,NM,2019,11/5/2019,City Council District 1,Renee Villarreal,N,Incumbent,1,1,2865,2865,2865,2865,100%,1,2865,100.0%,100.0%,100.0%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,13.55%,"21,140",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_11052019_CityCouncilDistrict1
Santa Fe,NM,2019,11/5/2019,City Council District 2,Michael Garcia,N,OpenSeat,2,1,3490,3490,3490,2345,67%,1,2345,67.2%,Unknown,67.2%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,22.77%,"15,327",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_11052019_CityCouncilDistrict2
Santa Fe,NM,2019,11/5/2019,City Council District 3,Chris Rivera,N,Incumbent,1,1,875,875,875,875,100%,1,875,100.0%,100.0%,100.0%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,8.76%,"9,983",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_11052019_CityCouncilDistrict3
Santa Fe,NM,2019,11/5/2019,City Council District 4,Jamie Cassutt-Sanchez,N,OpenSeat,3,1,3359,3350,3350,1908,57%,1,1908,57.0%,Unknown,57.0%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,21.94%,"15,312",Y,N,10,Grid,Oval,Dominion ImageCast,Link,N,,SantaFe_11052019_CityCouncilDistrict4
St. Louis Park,MN,2019,11/5/2019,City Council AL A,Larry Kraft,N,Challenger,3,3,6330,6300,5709,2752,44%,1,3226,56.5%,Unknown,51.2%,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,Unknown,Unknown,591,Unknown,Unknown,19.16%,"33,029",Unknown,N,3,Columns,Oval,ES&S DS200/DS850/AutoMARK,Link,N,,StLouisPark_20191105_CityCouncilA
St. Louis Park,MN,2019,11/5/2019,City Council AL B,Nadia Mohamed,N,OpenSeat,2,1,6333,6333,6333,4002,63%,1,4002,63.2%,Unknown,63.2%,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,0,0,0,Unknown,Unknown,19.17%,"33,029",Y,N,3,Columns,Oval,ES&S DS200/DS850/AutoMARK,Link,N,,StLouisPark_20191105_CityCouncilB
St. Louis Park,MN,2019,11/5/2019,Mayor,Jake Spano,N,Incumbent,2,1,6549,6549,6549,5442,83%,1,5442,83.1%,Unknown,83.1%,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,0,0,0,Unknown,Unknown,19.83%,"33,029",Y,N,3,Columns,Oval,ES&S DS200/DS850/AutoMARK,Link,N,,StLouisPark_20191105_Mayor
St. Paul,MN,2019,11/5/2019,City Council Ward 1,Dai Thao,N,Incumbent,4,2,6797,6610,6232,2797,42%,1,3311,53.1%,Unknown,50.1%,Unknown,Unknown,Unknown,187,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,421,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard1
St. Paul,MN,2019,11/5/2019,City Council Ward 2,Rebecca Noecker,N,Incumbent,5,1,8124,8124,8124,5030,62%,1,5030,61.9%,Unknown,61.9%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard2
St. Paul,MN,2019,11/5/2019,City Council Ward 3,Chris Tolbert,N,Incumbent,2,1,13237,13237,13237,8015,61%,1,8015,60.5%,Unknown,60.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard3
St. Paul,MN,2019,11/5/2019,City Council Ward 4,Mitra Jalali Nelson,N,Incumbent,3,1,9972,9972,9972,5896,59%,1,5896,59.1%,Unknown,59.1%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard4
St. Paul,MN,2019,11/5/2019,City Council Ward 5,Amy Brendmoen,N,Incumbent,4,1,5881,5881,5881,3129,53%,1,3129,53.2%,Unknown,53.2%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard5
St. Paul,MN,2019,11/5/2019,City Council Ward 6,Nelsie Yang,N,OpenSeat,6,4,5893,5525,4807,2531,46%,1,2863,59.6%,Unknown,51.8%,Unknown,Unknown,Unknown,180,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1086,Unknown,Unknown,,,Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard6
St. Paul,MN,2019,11/5/2019,City Council Ward 6,Jane Prince,N,Incumbent,4,1,4589,4589,4589,2831,62%,1,2831,62%,Unknown,61.7%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,,,Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11052019_CityCouncilWard7
Telluride,CO,2019,11/5/2019,Mayor,DeLanie Young,N,Challenger,3,1,1045,1045,1045,562,54%,1,562,53.8%,Unknown,53.8%,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,Unknown,Unknown,,Unknown,Y,N,20,Grid,Oval,Hand count,Link,N,,Telluride_11052019_Mayor
Berkeley,CA,2018,11/6/2018,City Auditor,Jenny Wong,N,OpenSeat,2,1,57217,50345,50345,46337,92%,1,46337,92.0%,97.1%,92.0%,17797,17804,48870,6762,110,177,0,0,0,0,0,14657,715,72.29%,"79,154",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062018_CityAuditor_tab1
Berkeley,CA,2018,11/6/2018,City Council District 1,Rashi Kesarwani,N,OpenSeat,4,3,8466,7872,7559,3500,44%,1,4120,54.5%,74.2%,52.3%,4792,6551,5838,568,26,42,2,0,311,0,313,894,45,76.48%,"11,070",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062018_CityCouncilDistrict1_tab1
Berkeley,CA,2018,11/6/2018,City Council District 4,Kate Harrison,N,Incumbent,3,1,6037,5473,5473,2892,53%,1,2892,52.8%,84.1%,52.8%,2969,4234,4605,547,17,30,0,0,0,0,0,592,40,69.45%,"8,693",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062018_CityCouncilDistrict4_tab1
Berkeley,CA,2018,11/6/2018,City Council District 7,Rigel Robinson,N,OpenSeat,3,1,3206,2808,2808,1587,57%,1,1587,56.5%,91.5%,56.5%,1666,2291,2569,389,9,20,0,0,0,0,0,211,28,53.31%,"6,014",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062018_CityCouncilDistrict7_tab1
Berkeley,CA,2018,11/6/2018,City Council District 8,Lori Droste,N,Incumbent,4,1,7119,6545,6545,3677,56%,1,3677,56.2%,81.5%,56.2%,3476,5175,5332,559,15,41,0,0,0,0,0,675,38,81.53%,"8,732",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11062018_CityCouncilDistrict8_tab1
